,index,branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp,Correct,Shorter,Length
4644,26459,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_lablap_rv,1036,[],choice-response,Lab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lab,2110,88,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4645,26460,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_cabcap_rv,553,[],choice-response,Cap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cap,1300,89,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4646,26461,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_beadbeat_rv,2209,[],choice-response,Beat,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Beat,3014,90,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4647,26462,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_bagback_rv,717,[],choice-response,Back,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Back,1459,91,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4648,26463,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_fadfat_rv,607,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fad,1810,92,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4649,26464,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_fadfat_rv,1145,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fat,2080,93,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,0,1
4650,26465,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_bagback_rv,985,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bag,1920,94,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4651,26466,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_lablap_rv,939,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lap,5583,95,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4652,26467,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_laglack_rv,739,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lack,1521,96,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4653,26468,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_beadbeat_rv,478,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bead,1490,97,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4654,26469,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_laglack_rv,738,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lag,1691,98,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,1,8
4655,26470,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_cabcap_rv,725,[],choice-response,Cab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cab,1701,99,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4656,26471,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_beadbeat_rv,578,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bead,1561,100,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4657,26472,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_laglack_rv,658,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lag,1620,101,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,1,8
4658,26473,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_lablap_rv,929,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lap,1682,102,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4659,26474,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_cabcap_rv,688,[],choice-response,Cap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cap,1461,103,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4660,26475,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_bagback_rv,576,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bag,1511,104,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4661,26476,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_laglack_rv,629,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lack,1393,105,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4662,26477,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_fadfat_rv,388,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fad,1527,106,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4663,26478,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_bagback_rv,668,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Back,1381,107,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,0,1
4664,26479,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_lablap_rv,557,[],choice-response,Lab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lab,1521,108,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4665,26480,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_cabcap_rv,605,[],choice-response,Cab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cab,1600,109,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4666,26481,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_beadbeat_rv,526,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Beat,1360,110,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,0,1
4667,26482,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_fadfat_rv,425,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fat,1401,111,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,0,1
4668,26483,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_fadfat_rv,748,[],choice-response,Fat,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fat,1691,112,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4669,26484,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_bagback_rv,537,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bag,1488,113,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4670,26485,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_laglack_rv,610,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lack,1382,114,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4671,26486,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_cabcap_rv,648,[],choice-response,Cap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cap,1399,115,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4672,26487,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_beadbeat_rv,579,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Beat,1392,116,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,0,1
4673,26488,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_beadbeat_rv,399,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bead,1409,117,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4674,26489,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_lablap_rv,790,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lab,1740,118,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,1,8
4675,26490,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_lablap_rv,629,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lap,1400,119,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4676,26491,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_fadfat_rv,529,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fad,1671,120,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4677,26492,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_cabcap_rv,2031,[],choice-response,Cab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cab,2963,121,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,0,8
4678,26493,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_bagback_rv,650,[],choice-response,Back,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Back,1379,122,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,1,1,1
4679,26494,,6345b7f49677d36bd07c5a10,EXP8a_JF,0,26d4170080baebb342a5cb4a7c17f5f73045597e48ab12e7330e748b23fdee73,2249.141487121582,False,keypress,prescreenRsp_laglack_rv,909,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lag,1891,123,PrescreenTrials_rv,PrescreenTrials,26d41,EXP8a,0,1,8
4680,27069,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_fadfat,5414,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fad,7112,4,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4681,27070,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_laglack,3558,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lack,4708,5,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4682,27071,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_bagback,1763,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bag,3099,6,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4683,27072,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_cabcap,1890,[],choice-response,Cap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cap,2985,7,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4684,27073,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_beadbeat,1692,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bead,3100,8,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4685,27074,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_lablap,2494,[],choice-response,Lab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lab,3872,9,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4686,27075,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_fadfat,1488,[],choice-response,Fat,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fat,2819,10,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4687,27076,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_lablap,2323,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lap,3494,11,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4688,27077,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_beadbeat,2365,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Beat,3562,12,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4689,27078,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_laglack,2343,[],choice-response,Lag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lag,3728,13,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4690,27079,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_bagback,1226,[],choice-response,Back,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Back,2396,14,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4691,27080,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_cabcap,1317,[],choice-response,Cab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cab,2709,15,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4692,27081,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_beadbeat,1247,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bead,2671,16,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4693,27082,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_cabcap,1995,[],choice-response,Cap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cap,3096,17,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4694,27083,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_beadbeat,1855,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Beat,3012,18,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4695,27084,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_bagback,1491,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bag,2720,19,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4696,27085,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_lablap,1500,[],choice-response,Lab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lab,2727,20,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4697,27086,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_fadfat,1676,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fat,2936,21,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4698,27087,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_bagback,5274,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Back,6311,22,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4699,27088,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_fadfat,1376,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fad,2817,23,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4700,27089,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_laglack,2402,[],choice-response,Lag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lack,3597,24,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4701,27090,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_laglack,2240,[],choice-response,Lag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lag,3546,25,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4702,27091,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_lablap,1301,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lap,2436,26,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4703,27092,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_cabcap,1554,[],choice-response,Cab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cab,2842,27,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4704,27093,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_fadfat,1273,[],choice-response,Fad,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Fat,2482,28,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4705,27094,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_laglack,2090,[],choice-response,Lack,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lack,3268,29,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4706,27095,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_bagback,1170,[],choice-response,Back,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Back,2223,30,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
4707,27096,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_bagback,789,[],choice-response,Bag,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bag,2053,31,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4708,27097,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_cabcap,1682,[],choice-response,Cab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Cab,2976,32,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4709,27098,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_beadbeat,2261,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Beat,3429,33,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,0,0,1
4710,27099,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_beadbeat,3809,[],choice-response,Bead,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Bead,5173,34,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4711,27100,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_lablap,3808,[],choice-response,Lab,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lab,6124,35,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,0,8
4712,27101,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,03c4e5d335de4f7f52f8ff7751fb4bb4f3f86be9acfe8660029eb26c0863759e,2936.330598115921,False,keypress,prescreenRsp_lablap,1277,[],choice-response,Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,Lap,2340,36,PrescreenTrials,PrescreenTrials,03c4e,EXP8a,1,1,1
