,branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp
141,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,2c1a9ccdafc3e167e4a431ed27fa084c3397528ef0066e3bfb0893031c417175,3058.4863560199738,,keypress,TxRsp,245701,,text-response,sounded like a musical note being played,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,245704,436,Tone_word_debrief,Tone,2c1a9,EXP8c
142,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,323a1558dcbc6e71a474cb0338574b406d9f2007fb8fa7e1fabe514dfd8dfe6d,2056.414497137069,False,click,tone_or_word,6637,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,6646,423,Tone_word_debrief,Tone,323a1,EXP8c
143,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,323a1558dcbc6e71a474cb0338574b406d9f2007fb8fa7e1fabe514dfd8dfe6d,2056.414497137069,,keypress,TxRsp,37211,,text-response,I couldn't make out the words as well but I could kinda distinguish the words by the tones and how long the notes were. Lab felt deeper and longer while lap felt more high pitched and cut short.,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,37218,424,Tone_word_debrief,Tone,323a1,EXP8c
144,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,ea15bd4d2993f1f90c871c310049a8dbdbd996aea6386c1dff1d69ecc21087e2,2282.046293973923,False,click,tone_or_word,3810,[],choice-response,Lab or Lap,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,3813,423,Tone_word_debrief,Tone,ea15b,EXP8c
145,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,ea15bd4d2993f1f90c871c310049a8dbdbd996aea6386c1dff1d69ecc21087e2,2282.046293973923,,keypress,TxRsp,6797,,text-response,I guessed,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,6799,424,Tone_word_debrief,Tone,ea15b,EXP8c
146,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d0b0c4516302d0ea3a142da8c10a32732e8029bea609fca95f50bda9401ebdf6,2903.7493250370026,False,click,tone_or_word,6116,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,6120,435,Tone_word_debrief,Tone,d0b0c,EXP8c
147,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d0b0c4516302d0ea3a142da8c10a32732e8029bea609fca95f50bda9401ebdf6,2903.7493250370026,,keypress,TxRsp,7067,,text-response,they were errie,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,7073,436,Tone_word_debrief,Tone,d0b0c,EXP8c
148,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,07f97011e72a63334e87ec195d5440e6b1b45ce7c5838a14af258e8da63886b5,3013.3813910484314,False,click,tone_or_word,14108,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,14114,435,Tone_word_debrief,Tone,07f97,EXP8c
149,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,07f97011e72a63334e87ec195d5440e6b1b45ce7c5838a14af258e8da63886b5,3013.3813910484314,,keypress,TxRsp,143102,,text-response,It initially just sounded like different musical sounds and then at some points it sounded like lab or lap. Im not sure if its because I was trying to make myself hear the words that I started to hear it a little. It alternated back to musical sounds throughout the experiment.,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,143104,436,Tone_word_debrief,Tone,07f97,EXP8c
150,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,515705bb13101ffd0474fd6a8b398371fb17658dcf2d6d21049c69b8b0f1c2d2,1844.1345529556274,False,click,tone_or_word,5952,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,5953,423,Tone_word_debrief,Tone,51570,EXP8c
151,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,515705bb13101ffd0474fd6a8b398371fb17658dcf2d6d21049c69b8b0f1c2d2,1844.1345529556274,,keypress,TxRsp,70085,,text-response,"I did not perceive them as the words, exactly. But, I did notice one was shorter than the other. I pronounce ""lab"" as a longer word than ""lap"" so I did associate the shorter sound with  lap and vice versa,",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,70087,424,Tone_word_debrief,Tone,51570,EXP8c
152,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c9bed97e507f62fa303e7fade8ba39b5372210380ba5c0d6c36fe4537a654c25,2684.8668048381805,False,click,tone_or_word,11182,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,11186,435,Tone_word_debrief,Tone,c9bed,EXP8c
153,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c9bed97e507f62fa303e7fade8ba39b5372210380ba5c0d6c36fe4537a654c25,2684.8668048381805,,keypress,TxRsp,13820,,text-response,i felt like i could only hear musical tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,13909,436,Tone_word_debrief,Tone,c9bed,EXP8c
154,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,8bed7fa105072cf95e21df8fff9e9cfc0451e2ab50fde03eaa45683e8a69873a,2343.062731981277,False,click,tone_or_word,10307,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,10309,423,Tone_word_debrief,Tone,8bed7,EXP8c
155,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,8bed7fa105072cf95e21df8fff9e9cfc0451e2ab50fde03eaa45683e8a69873a,2343.062731981277,,keypress,TxRsp,26591,,text-response,"I chose musical tones because they didn't ""sound"" like those words at all to me",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,26594,424,Tone_word_debrief,Tone,8bed7,EXP8c
156,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,37262b8f7a1a5cea2ca31f2c16fbe16e82323374c01265e58bd3606e0b045621,2106.6875519752507,False,click,tone_or_word,12187,[],choice-response,Lab or Lap,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,12189,435,Tone_word_debrief,Tone,37262,EXP8c
157,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,37262b8f7a1a5cea2ca31f2c16fbe16e82323374c01265e58bd3606e0b045621,2106.6875519752507,,keypress,TxRsp,53581,,text-response,"I heard it as lap being more of a shorter sound while lab is longer due to the ""b"", like labuh",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,53672,436,Tone_word_debrief,Tone,37262,EXP8c
158,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,f216f9db72848859244e999157ead0a26713f0546a7427ef611e5f7b74b4b39b,2375.9733819961552,False,click,tone_or_word,32964,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,32976,423,Tone_word_debrief,Tone,f216f,EXP8c
159,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,f216f9db72848859244e999157ead0a26713f0546a7427ef611e5f7b74b4b39b,2375.9733819961552,,keypress,TxRsp,130477,,text-response,"I didn't hear ""lap"" or ""lab"" per se . I just heard the tones but I did sense differences in the pitch and duration of tone. The ""Lab"" tone seemed to assoicated with lower frequency and longer duration while the ""lap"" seemed shorter in duration with higher frequency",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,130486,424,Tone_word_debrief,Tone,f216f,EXP8c
160,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,1bc48f0ee234f1fe13de029a231eb4181671a389b349f45c5a84da6cd9a047b9,1904.9616758823395,False,click,tone_or_word,8555,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,8559,423,Tone_word_debrief,Tone,1bc48,EXP8c
161,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,1bc48f0ee234f1fe13de029a231eb4181671a389b349f45c5a84da6cd9a047b9,1904.9616758823395,,keypress,TxRsp,27524,,text-response,Lap felt as if it were a lower tone.,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,27527,424,Tone_word_debrief,Tone,1bc48,EXP8c
162,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,81a9ffcb85108548342d207a7594bf7ebe8541da1294f159f1d10a3e974df689,3739.969701051712,False,click,tone_or_word,13173,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,13178,435,Tone_word_debrief,Tone,81a9f,EXP8c
163,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,81a9ffcb85108548342d207a7594bf7ebe8541da1294f159f1d10a3e974df689,3739.969701051712,,keypress,TxRsp,7409,,text-response,short or long,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,7414,436,Tone_word_debrief,Tone,81a9f,EXP8c
164,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,31330168aa73c07ccef793b9ef86762844dc15e992b52c30de37f6b0820d9488,2227.048168897629,False,click,tone_or_word,8259,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,8264,423,Tone_word_debrief,Tone,31330,EXP8c
165,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,31330168aa73c07ccef793b9ef86762844dc15e992b52c30de37f6b0820d9488,2227.048168897629,,keypress,TxRsp,26489,,text-response,"I had a lot of trouble hearing the words ""lab"" or ""lap."" The sounds felt more like musical tones than words with meaning.",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,26491,424,Tone_word_debrief,Tone,31330,EXP8c
166,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,fb46c77a2db91ce428214fac7f64d6b915aea4d0091a486127e29bf00edd93a6,2116.5134348869324,False,click,tone_or_word,11308,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,11310,423,Tone_word_debrief,Tone,fb46c,EXP8c
167,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,fb46c77a2db91ce428214fac7f64d6b915aea4d0091a486127e29bf00edd93a6,2116.5134348869324,,keypress,TxRsp,58658,,text-response,"I perceived the sounds being played as more musical tones rather than spoken words. More specifically, I thought it was playing beeps.",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,58659,424,Tone_word_debrief,Tone,fb46c,EXP8c
168,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,cc81e9c4aca49cfaebcc29b46bacede669f45b9e9205deb4792db525d7cc6366,2292.888203144073,False,click,tone_or_word,9642,[],choice-response,Lab or Lap,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,9660,435,Tone_word_debrief,Tone,cc81e,EXP8c
169,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,cc81e9c4aca49cfaebcc29b46bacede669f45b9e9205deb4792db525d7cc6366,2292.888203144073,,keypress,TxRsp,29458,,text-response,I would perceive the sound by the pitch of the sound,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,29462,436,Tone_word_debrief,Tone,cc81e,EXP8c
170,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,ecc207309cafe7f7a72ad6402a6b3261215868e49a85f1324c5e137a67c3fe5d,2893.490884065628,False,click,tone_or_word,10721,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,10725,423,Tone_word_debrief,Tone,ecc20,EXP8c
171,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,ecc207309cafe7f7a72ad6402a6b3261215868e49a85f1324c5e137a67c3fe5d,2893.490884065628,,keypress,TxRsp,24389,,text-response,lab sounded longer and deeper than lap,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,24391,424,Tone_word_debrief,Tone,ecc20,EXP8c
172,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9ec338fe1a94e7fa106ebb52e1ade9da17c166a94332ce676398486430fde735,2428.8594799041753,False,click,tone_or_word,9176,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,9178,423,Tone_word_debrief,Tone,9ec33,EXP8c
173,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9ec338fe1a94e7fa106ebb52e1ade9da17c166a94332ce676398486430fde735,2428.8594799041753,,keypress,TxRsp,39326,,text-response,The tone perceived as lap was more of a quick cut off and lower tone rather than lab sounding more of a fuller not cut off tone,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,39328,424,Tone_word_debrief,Tone,9ec33,EXP8c
174,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,ae71dcbc5698678e7dd5559858d8d5184ee452520d5098f52394860f33903ca5,4977.0327219963065,False,click,tone_or_word,8295,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,8309,423,Tone_word_debrief,Tone,ae71d,EXP8c
175,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,ae71dcbc5698678e7dd5559858d8d5184ee452520d5098f52394860f33903ca5,4977.0327219963065,,keypress,TxRsp,940355,,text-response,"I never heard the word lap or lab, but rather the length of the musical tone.",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,940362,424,Tone_word_debrief,Tone,ae71d,EXP8c
176,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,13729ff8561599289706a531c3ab28c563222a053688d828fdf6cc900fc57c01,1797.8739120960236,False,click,tone_or_word,12731,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,12733,423,Tone_word_debrief,Tone,13729,EXP8c
177,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,13729ff8561599289706a531c3ab28c563222a053688d828fdf6cc900fc57c01,1797.8739120960236,,keypress,TxRsp,14768,,text-response,I can only hear the differences in tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,14769,424,Tone_word_debrief,Tone,13729,EXP8c
178,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,795394b2b750b5a818d1bf0a2936dedcbfd4a7600766b610466a4e05a31887ec,2564.468030929565,False,click,tone_or_word,11617,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,11619,423,Tone_word_debrief,Tone,79539,EXP8c
179,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,795394b2b750b5a818d1bf0a2936dedcbfd4a7600766b610466a4e05a31887ec,2564.468030929565,,keypress,TxRsp,17302,,text-response,I listened to more dings and buzzes than words,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,17304,424,Tone_word_debrief,Tone,79539,EXP8c
180,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,08d1cf8282203712f1fc9e19ba1c70c0c6a7a297cb54c941d5c3018a35a233cf,3817.248404026032,False,click,tone_or_word,80594,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,80599,435,Tone_word_debrief,Tone,08d1c,EXP8c
181,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,08d1cf8282203712f1fc9e19ba1c70c0c6a7a297cb54c941d5c3018a35a233cf,3817.248404026032,,keypress,TxRsp,114781,,text-response,"I really could'nt tell if they were actual words, they did sound more just like musical tones.",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,114785,436,Tone_word_debrief,Tone,08d1c,EXP8c
182,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,0b3ef9d47a140092351ef09a3aec33f8b845376fb66971fc401e56b94129f796,1709.448224067688,False,click,tone_or_word,11383,[],choice-response,Lab or Lap,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,11385,423,Tone_word_debrief,Tone,0b3ef,EXP8c
183,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,0b3ef9d47a140092351ef09a3aec33f8b845376fb66971fc401e56b94129f796,1709.448224067688,,keypress,TxRsp,13229,,text-response,I tried to hear the sound as a word,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,13232,424,Tone_word_debrief,Tone,0b3ef,EXP8c
184,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,615be62b8f3ab73a30b38657d1053a07f3f94b0e61919193f4837dd54d9599ea,1979.0350279808044,False,click,tone_or_word,5659,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,5663,435,Tone_word_debrief,Tone,615be,EXP8c
185,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,615be62b8f3ab73a30b38657d1053a07f3f94b0e61919193f4837dd54d9599ea,1979.0350279808044,,keypress,TxRsp,18955,,text-response,I heard more musical tones than words.,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,18974,436,Tone_word_debrief,Tone,615be,EXP8c
186,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,0594471017d668c368d8cc2915a8e03529e3a5d19c4a0fdd4073699402e38424,2067.6564421653748,False,click,tone_or_word,8292,[],choice-response,Lab or Lap,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,8297,435,Tone_word_debrief,Tone,05944,EXP8c
187,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,0594471017d668c368d8cc2915a8e03529e3a5d19c4a0fdd4073699402e38424,2067.6564421653748,,keypress,TxRsp,31977,,text-response,Intution,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,31984,436,Tone_word_debrief,Tone,05944,EXP8c
188,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,55fe06e74d793d499322028e05607d7ee1219cf915a454ad1facf48763c10b27,1889.2552111148834,False,click,tone_or_word,20491,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,20494,423,Tone_word_debrief,Tone,55fe0,EXP8c
189,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,55fe06e74d793d499322028e05607d7ee1219cf915a454ad1facf48763c10b27,1889.2552111148834,,keypress,TxRsp,10570,,text-response,just like lap and lab,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,10575,424,Tone_word_debrief,Tone,55fe0,EXP8c
190,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,54dc6c70e65bb99c64f0644d23c9fed27b49c46269c8b1d4b19978b39b928b2a,3399.405173063278,False,click,tone_or_word,22714,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,22716,423,Tone_word_debrief,Tone,54dc6,EXP8c
191,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,54dc6c70e65bb99c64f0644d23c9fed27b49c46269c8b1d4b19978b39b928b2a,3399.405173063278,,keypress,TxRsp,150908,,text-response,"It sounds like a musical tone, but there's also a little bit sound of ""lab"" and ""lap"".",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,150910,424,Tone_word_debrief,Tone,54dc6,EXP8c
192,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,6801d97cc2370a4d107ee4b27f1d4817b1d9c701357e33ab8b19a447ce21c943,2212.823501110077,False,click,tone_or_word,21161,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,21165,423,Tone_word_debrief,Tone,6801d,EXP8c
193,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,6801d97cc2370a4d107ee4b27f1d4817b1d9c701357e33ab8b19a447ce21c943,2212.823501110077,,keypress,TxRsp,36001,,text-response,I did not feel the sound as lab or lap. They sounded like tones to me.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,36005,424,Tone_word_debrief,Tone,6801d,EXP8c
194,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,5309ae9660a2ab59d6b175e6342272478a6f2022aaebf396087b67758e8f5507,3266.395491838455,False,click,tone_or_word,17905,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,17923,435,Tone_word_debrief,Tone,5309a,EXP8c
195,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,5309ae9660a2ab59d6b175e6342272478a6f2022aaebf396087b67758e8f5507,3266.395491838455,,keypress,TxRsp,49846,,text-response,i payed more attention to the musical tone and choose which one felt or sound like lap or lab,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,49863,436,Tone_word_debrief,Tone,5309a,EXP8c
196,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,3de29a606ab5e62740f32c73aad163d7dac97eb28f13a10d188555d20bdf81de,3198.466404914856,False,click,tone_or_word,7851,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,7854,423,Tone_word_debrief,Tone,3de29,EXP8c
197,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,3de29a606ab5e62740f32c73aad163d7dac97eb28f13a10d188555d20bdf81de,3198.466404914856,,keypress,TxRsp,16723,,text-response,I went off the length and pitch of the musical notes,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,16854,424,Tone_word_debrief,Tone,3de29,EXP8c
198,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c4871af5de0287c57cf33fe28f8c3cf912d784528c6931c99c0ed59f78260f5d,2501.8711059093475,False,click,tone_or_word,12006,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,12074,423,Tone_word_debrief,Tone,c4871,EXP8c
199,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c4871af5de0287c57cf33fe28f8c3cf912d784528c6931c99c0ed59f78260f5d,2501.8711059093475,,keypress,TxRsp,44684,,text-response,"Musical tones - lab seemed to last longer and fade gradually, but lap seemed to be short and abrupt.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,44708,424,Tone_word_debrief,Tone,c4871,EXP8c
200,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,948f7dc5c6c9eb971f5c8a2a41f093fff0cd6232e77a0299cd80fb52481a22ea,2156.373552799225,False,click,tone_or_word,8006,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,8010,423,Tone_word_debrief,Tone,948f7,EXP8c
201,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,948f7dc5c6c9eb971f5c8a2a41f093fff0cd6232e77a0299cd80fb52481a22ea,2156.373552799225,,keypress,TxRsp,32498,,text-response,It sounded more like a ring tone rather than words. Could not distinguish the words out of the sound.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,32501,424,Tone_word_debrief,Tone,948f7,EXP8c
202,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,a056eae07b58f37636048780ec9f417270cb9a02c7e14d71cc6a1cdcd130e628,2305.547737121582,False,click,tone_or_word,12867,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,12868,423,Tone_word_debrief,Tone,a056e,EXP8c
203,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,a056eae07b58f37636048780ec9f417270cb9a02c7e14d71cc6a1cdcd130e628,2305.547737121582,,keypress,TxRsp,84712,,text-response,"I grew up in a more international environment where people would pronounce the same words with different stresses and tones, this made it hard for me to differentiate between the tones using the words lap and lab since I could force either word onto the tone.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,84713,424,Tone_word_debrief,Tone,a056e,EXP8c
204,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,35b4548670a30d4c6e42547a6d08d290cb118b9169155f7478d684d64e568202,3821.1376600265503,False,click,tone_or_word,19268,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,19269,435,Tone_word_debrief,Tone,35b45,EXP8c
205,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,35b4548670a30d4c6e42547a6d08d290cb118b9169155f7478d684d64e568202,3821.1376600265503,,keypress,TxRsp,11425,,text-response,feel similar,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,11540,436,Tone_word_debrief,Tone,35b45,EXP8c
206,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,56affa027f144306c7057af0fe7004ed9cba99601544223e1f89038d9df01525,2324.3271460533138,False,click,tone_or_word,14417,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,14426,423,Tone_word_debrief,Tone,56aff,EXP8c
207,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,56affa027f144306c7057af0fe7004ed9cba99601544223e1f89038d9df01525,2324.3271460533138,,keypress,TxRsp,31347,,text-response,It sounds nothing like lab or lap. It felt like I'm learning alien or some tribal language.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,31404,424,Tone_word_debrief,Tone,56aff,EXP8c
208,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,cb17c9e910bf3c10023a806f6c5de428a256bb244c98e09e902cc3abf473eefc,1769.1619868278506,False,click,tone_or_word,6526,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,6528,423,Tone_word_debrief,Tone,cb17c,EXP8c
209,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,cb17c9e910bf3c10023a806f6c5de428a256bb244c98e09e902cc3abf473eefc,1769.1619868278506,,keypress,TxRsp,19799,,text-response,i perceive them as the shorter sound and longer one,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,19802,424,Tone_word_debrief,Tone,cb17c,EXP8c
210,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,1a5b1d57a2cf1af5cc51f9c623c1a9f082476138b14ec38f354f6e1213c89df3,2719.065757036209,False,click,tone_or_word,12979,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,12983,435,Tone_word_debrief,Tone,1a5b1,EXP8c
211,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,1a5b1d57a2cf1af5cc51f9c623c1a9f082476138b14ec38f354f6e1213c89df3,2719.065757036209,,keypress,TxRsp,25081,,text-response,i just heard sounds couldn't really hear any distinction,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,25085,436,Tone_word_debrief,Tone,1a5b1,EXP8c
212,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,07a436cbe35d2eb6c6211243f3b0fd0342c92070c0677667c6ea19231f130a34,2508.05686712265,False,click,tone_or_word,11993,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,11997,423,Tone_word_debrief,Tone,07a43,EXP8c
213,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,07a436cbe35d2eb6c6211243f3b0fd0342c92070c0677667c6ea19231f130a34,2508.05686712265,,keypress,TxRsp,18116,,text-response,Lap was shorter and lab was more drawn out,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,18120,424,Tone_word_debrief,Tone,07a43,EXP8c
